Ausbildungsfeld,Canton,Ausbildungstyp,Geschlecht_Total,Geschlecht_Vollschulisch,Geschlecht_Dual,Mann_Total,Mann_Vollschulisch,Mann_Dual,Frau_Total,Frau_Vollschulisch,Frau_Dual
Sozialarbeit und Beratung,BL,EFZ,72,0,72,17,0,17,55,0,55
Sozialarbeit und Beratung,BL,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,SH,abt-total,33,0,33,3,0,3,30,0,30
Sozialarbeit und Beratung,SH,EFZ,33,0,33,3,0,3,30,0,30
Sozialarbeit und Beratung,SH,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,AR,abt-total,32,0,32,2,0,2,30,0,30
Sozialarbeit und Beratung,AR,EFZ,32,0,32,2,0,2,30,0,30
Sozialarbeit und Beratung,AR,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,AI,abt-total,3,0,3,0,0,0,3,0,3
Sozialarbeit und Beratung,AI,EFZ,3,0,3,0,0,0,3,0,3
Sozialarbeit und Beratung,AI,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,SG,abt-total,151,0,151,19,0,19,132,0,132
Sozialarbeit und Beratung,SG,EFZ,151,0,151,19,0,19,132,0,132
Sozialarbeit und Beratung,SG,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,GR,abt-total,39,0,39,7,0,7,32,0,32
Sozialarbeit und Beratung,GR,EFZ,39,0,39,7,0,7,32,0,32
Sozialarbeit und Beratung,GR,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,AG,abt-total,160,0,160,16,0,16,144,0,144
Sozialarbeit und Beratung,AG,EFZ,160,0,160,16,0,16,144,0,144
Sozialarbeit und Beratung,AG,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,TG,abt-total,74,0,74,7,0,7,67,0,67
Sozialarbeit und Beratung,TG,EFZ,74,0,74,7,0,7,67,0,67
Sozialarbeit und Beratung,TG,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,TI,abt-total,36,0,36,13,0,13,23,0,23
Sozialarbeit und Beratung,TI,EFZ,36,0,36,13,0,13,23,0,23
Sozialarbeit und Beratung,TI,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,VD,abt-total,335,78,257,63,16,47,272,62,210
Sozialarbeit und Beratung,VD,EFZ,335,78,257,63,16,47,272,62,210
Sozialarbeit und Beratung,VD,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,VS,abt-total,107,40,67,17,5,12,90,35,55
Sozialarbeit und Beratung,VS,EFZ,107,40,67,17,5,12,90,35,55
Sozialarbeit und Beratung,VS,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,NE,abt-total,116,20,96,20,1,19,96,19,77
Sozialarbeit und Beratung,NE,EFZ,116,20,96,20,1,19,96,19,77
Sozialarbeit und Beratung,NE,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,GE,abt-total,110,21,89,38,7,31,72,14,58
Sozialarbeit und Beratung,GE,EFZ,110,21,89,38,7,31,72,14,58
Sozialarbeit und Beratung,GE,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,JU,abt-total,31,26,5,6,6,0,25,20,5
Sozialarbeit und Beratung,JU,EFZ,31,26,5,6,6,0,25,20,5
Sozialarbeit und Beratung,JU,EBA,0,0,0,0,0,0,0,0,0
Sozialarbeit und Beratung,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,,abt-total,754,0,754,102,0,102,652,0,652
Gesundheits- und Sozialwesen o.n.A.,,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,,EBA,754,0,754,102,0,102,652,0,652
Gesundheits- und Sozialwesen o.n.A.,,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,ZH,abt-total,133,0,133,15,0,15,118,0,118
Gesundheits- und Sozialwesen o.n.A.,ZH,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,ZH,EBA,133,0,133,15,0,15,118,0,118
Gesundheits- und Sozialwesen o.n.A.,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,BE,abt-total,108,0,108,17,0,17,91,0,91
Gesundheits- und Sozialwesen o.n.A.,BE,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,BE,EBA,108,0,108,17,0,17,91,0,91
Gesundheits- und Sozialwesen o.n.A.,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,LU,abt-total,43,0,43,6,0,6,37,0,37
Gesundheits- und Sozialwesen o.n.A.,LU,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,LU,EBA,43,0,43,6,0,6,37,0,37
Gesundheits- und Sozialwesen o.n.A.,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,UR,abt-total,1,0,1,0,0,0,1,0,1
Gesundheits- und Sozialwesen o.n.A.,UR,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,UR,EBA,1,0,1,0,0,0,1,0,1
Gesundheits- und Sozialwesen o.n.A.,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,SZ,abt-total,10,0,10,1,0,1,9,0,9
Gesundheits- und Sozialwesen o.n.A.,SZ,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,SZ,EBA,10,0,10,1,0,1,9,0,9
Gesundheits- und Sozialwesen o.n.A.,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,OW,abt-total,1,0,1,0,0,0,1,0,1
Gesundheits- und Sozialwesen o.n.A.,OW,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,OW,EBA,1,0,1,0,0,0,1,0,1
Gesundheits- und Sozialwesen o.n.A.,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,NW,abt-total,3,0,3,0,0,0,3,0,3
Gesundheits- und Sozialwesen o.n.A.,NW,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,NW,EBA,3,0,3,0,0,0,3,0,3
Gesundheits- und Sozialwesen o.n.A.,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,GL,abt-total,12,0,12,3,0,3,9,0,9
Gesundheits- und Sozialwesen o.n.A.,GL,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,GL,EBA,12,0,12,3,0,3,9,0,9
Gesundheits- und Sozialwesen o.n.A.,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,ZG,abt-total,8,0,8,0,0,0,8,0,8
Gesundheits- und Sozialwesen o.n.A.,ZG,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,ZG,EBA,8,0,8,0,0,0,8,0,8
Gesundheits- und Sozialwesen o.n.A.,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,FR,abt-total,16,0,16,0,0,0,16,0,16
Gesundheits- und Sozialwesen o.n.A.,FR,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,FR,EBA,16,0,16,0,0,0,16,0,16
Gesundheits- und Sozialwesen o.n.A.,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,SO,abt-total,26,0,26,2,0,2,24,0,24
Gesundheits- und Sozialwesen o.n.A.,SO,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,SO,EBA,26,0,26,2,0,2,24,0,24
Gesundheits- und Sozialwesen o.n.A.,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,BS,abt-total,53,0,53,10,0,10,43,0,43
Gesundheits- und Sozialwesen o.n.A.,BS,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,BS,EBA,53,0,53,10,0,10,43,0,43
Gesundheits- und Sozialwesen o.n.A.,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,BL,abt-total,39,0,39,7,0,7,32,0,32
Gesundheits- und Sozialwesen o.n.A.,BL,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,BL,EBA,39,0,39,7,0,7,32,0,32
Gesundheits- und Sozialwesen o.n.A.,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,SH,abt-total,11,0,11,2,0,2,9,0,9
Gesundheits- und Sozialwesen o.n.A.,SH,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,SH,EBA,11,0,11,2,0,2,9,0,9
Gesundheits- und Sozialwesen o.n.A.,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,AR,abt-total,8,0,8,0,0,0,8,0,8
Gesundheits- und Sozialwesen o.n.A.,AR,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,AR,EBA,8,0,8,0,0,0,8,0,8
Gesundheits- und Sozialwesen o.n.A.,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,AI,abt-total,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,AI,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,AI,EBA,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,SG,abt-total,30,0,30,1,0,1,29,0,29
Gesundheits- und Sozialwesen o.n.A.,SG,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,SG,EBA,30,0,30,1,0,1,29,0,29
Gesundheits- und Sozialwesen o.n.A.,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,GR,abt-total,14,0,14,1,0,1,13,0,13
Gesundheits- und Sozialwesen o.n.A.,GR,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,GR,EBA,14,0,14,1,0,1,13,0,13
Gesundheits- und Sozialwesen o.n.A.,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,AG,abt-total,88,0,88,8,0,8,80,0,80
Gesundheits- und Sozialwesen o.n.A.,AG,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,AG,EBA,88,0,88,8,0,8,80,0,80
Gesundheits- und Sozialwesen o.n.A.,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,TG,abt-total,19,0,19,1,0,1,18,0,18
Gesundheits- und Sozialwesen o.n.A.,TG,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,TG,EBA,19,0,19,1,0,1,18,0,18
Gesundheits- und Sozialwesen o.n.A.,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,TI,abt-total,56,0,56,15,0,15,41,0,41
Gesundheits- und Sozialwesen o.n.A.,TI,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,TI,EBA,56,0,56,15,0,15,41,0,41
Gesundheits- und Sozialwesen o.n.A.,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,VD,abt-total,26,0,26,6,0,6,20,0,20
Gesundheits- und Sozialwesen o.n.A.,VD,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,VD,EBA,26,0,26,6,0,6,20,0,20
Gesundheits- und Sozialwesen o.n.A.,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,VS,abt-total,13,0,13,1,0,1,12,0,12
Gesundheits- und Sozialwesen o.n.A.,VS,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,VS,EBA,13,0,13,1,0,1,12,0,12
Gesundheits- und Sozialwesen o.n.A.,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,NE,abt-total,10,0,10,3,0,3,7,0,7
Gesundheits- und Sozialwesen o.n.A.,NE,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,NE,EBA,10,0,10,3,0,3,7,0,7
Gesundheits- und Sozialwesen o.n.A.,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,GE,abt-total,17,0,17,3,0,3,14,0,14
Gesundheits- und Sozialwesen o.n.A.,GE,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,GE,EBA,17,0,17,3,0,3,14,0,14
Gesundheits- und Sozialwesen o.n.A.,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,JU,abt-total,9,0,9,0,0,0,9,0,9
Gesundheits- und Sozialwesen o.n.A.,JU,EFZ,0,0,0,0,0,0,0,0,0
Gesundheits- und Sozialwesen o.n.A.,JU,EBA,9,0,9,0,0,0,9,0,9
Gesundheits- und Sozialwesen o.n.A.,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,,abt-total,3396,6,3390,1647,6,1641,1749,0,1749
Gastgewerbe und Catering,,EFZ,2901,4,2897,1380,4,1376,1521,0,1521
Gastgewerbe und Catering,,EBA,495,2,493,267,2,265,228,0,228
Gastgewerbe und Catering,,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,ZH,abt-total,587,4,583,302,4,298,285,0,285
Gastgewerbe und Catering,ZH,EFZ,508,2,506,262,2,260,246,0,246
Gastgewerbe und Catering,ZH,EBA,79,2,77,40,2,38,39,0,39
Gastgewerbe und Catering,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,BE,abt-total,520,1,519,224,1,223,296,0,296
Gastgewerbe und Catering,BE,EFZ,434,1,433,177,1,176,257,0,257
Gastgewerbe und Catering,BE,EBA,86,0,86,47,0,47,39,0,39
Gastgewerbe und Catering,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,LU,abt-total,195,0,195,73,0,73,122,0,122
Gastgewerbe und Catering,LU,EFZ,168,0,168,60,0,60,108,0,108
Gastgewerbe und Catering,LU,EBA,27,0,27,13,0,13,14,0,14
Gastgewerbe und Catering,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,UR,abt-total,6,0,6,5,0,5,1,0,1
Gastgewerbe und Catering,UR,EFZ,6,0,6,5,0,5,1,0,1
Gastgewerbe und Catering,UR,EBA,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,SZ,abt-total,67,0,67,20,0,20,47,0,47
Gastgewerbe und Catering,SZ,EFZ,58,0,58,17,0,17,41,0,41
Gastgewerbe und Catering,SZ,EBA,9,0,9,3,0,3,6,0,6
Gastgewerbe und Catering,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,OW,abt-total,26,0,26,11,0,11,15,0,15
Gastgewerbe und Catering,OW,EFZ,23,0,23,9,0,9,14,0,14
Gastgewerbe und Catering,OW,EBA,3,0,3,2,0,2,1,0,1
Gastgewerbe und Catering,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,NW,abt-total,28,0,28,8,0,8,20,0,20
Gastgewerbe und Catering,NW,EFZ,24,0,24,7,0,7,17,0,17
Gastgewerbe und Catering,NW,EBA,4,0,4,1,0,1,3,0,3
Gastgewerbe und Catering,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,GL,abt-total,18,0,18,8,0,8,10,0,10
Gastgewerbe und Catering,GL,EFZ,14,0,14,6,0,6,8,0,8
Gastgewerbe und Catering,GL,EBA,4,0,4,2,0,2,2,0,2
Gastgewerbe und Catering,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,ZG,abt-total,49,0,49,19,0,19,30,0,30
Gastgewerbe und Catering,ZG,EFZ,43,0,43,15,0,15,28,0,28
Gastgewerbe und Catering,ZG,EBA,6,0,6,4,0,4,2,0,2
Gastgewerbe und Catering,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,FR,abt-total,134,0,134,64,0,64,70,0,70
Gastgewerbe und Catering,FR,EFZ,113,0,113,54,0,54,59,0,59
Gastgewerbe und Catering,FR,EBA,21,0,21,10,0,10,11,0,11
Gastgewerbe und Catering,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,SO,abt-total,130,0,130,55,0,55,75,0,75
Gastgewerbe und Catering,SO,EFZ,102,0,102,42,0,42,60,0,60
Gastgewerbe und Catering,SO,EBA,28,0,28,13,0,13,15,0,15
Gastgewerbe und Catering,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,BS,abt-total,99,0,99,59,0,59,40,0,40
Gastgewerbe und Catering,BS,EFZ,77,0,77,44,0,44,33,0,33
Gastgewerbe und Catering,BS,EBA,22,0,22,15,0,15,7,0,7
Gastgewerbe und Catering,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,BL,abt-total,86,0,86,47,0,47,39,0,39
Gastgewerbe und Catering,BL,EFZ,69,0,69,38,0,38,31,0,31
Gastgewerbe und Catering,BL,EBA,17,0,17,9,0,9,8,0,8
Gastgewerbe und Catering,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,SH,abt-total,53,0,53,26,0,26,27,0,27
Gastgewerbe und Catering,SH,EFZ,44,0,44,20,0,20,24,0,24
Gastgewerbe und Catering,SH,EBA,9,0,9,6,0,6,3,0,3
Gastgewerbe und Catering,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,AR,abt-total,36,0,36,15,0,15,21,0,21
Gastgewerbe und Catering,AR,EFZ,33,0,33,13,0,13,20,0,20
Gastgewerbe und Catering,AR,EBA,3,0,3,2,0,2,1,0,1
Gastgewerbe und Catering,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,AI,abt-total,12,0,12,4,0,4,8,0,8
Gastgewerbe und Catering,AI,EFZ,12,0,12,4,0,4,8,0,8
Gastgewerbe und Catering,AI,EBA,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,SG,abt-total,214,0,214,88,0,88,126,0,126
Gastgewerbe und Catering,SG,EFZ,191,0,191,77,0,77,114,0,114
Gastgewerbe und Catering,SG,EBA,23,0,23,11,0,11,12,0,12
Gastgewerbe und Catering,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,GR,abt-total,140,0,140,51,0,51,89,0,89
Gastgewerbe und Catering,GR,EFZ,124,0,124,46,0,46,78,0,78
Gastgewerbe und Catering,GR,EBA,16,0,16,5,0,5,11,0,11
Gastgewerbe und Catering,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,AG,abt-total,212,0,212,104,0,104,108,0,108
Gastgewerbe und Catering,AG,EFZ,186,0,186,89,0,89,97,0,97
Gastgewerbe und Catering,AG,EBA,26,0,26,15,0,15,11,0,11
Gastgewerbe und Catering,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,TG,abt-total,103,0,103,52,0,52,51,0,51
Gastgewerbe und Catering,TG,EFZ,94,0,94,47,0,47,47,0,47
Gastgewerbe und Catering,TG,EBA,9,0,9,5,0,5,4,0,4
Gastgewerbe und Catering,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,TI,abt-total,101,0,101,66,0,66,35,0,35
Gastgewerbe und Catering,TI,EFZ,82,0,82,53,0,53,29,0,29
Gastgewerbe und Catering,TI,EBA,19,0,19,13,0,13,6,0,6
Gastgewerbe und Catering,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,VD,abt-total,253,0,253,146,0,146,107,0,107
Gastgewerbe und Catering,VD,EFZ,227,0,227,130,0,130,97,0,97
Gastgewerbe und Catering,VD,EBA,26,0,26,16,0,16,10,0,10
Gastgewerbe und Catering,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,VS,abt-total,121,1,120,65,1,64,56,0,56
Gastgewerbe und Catering,VS,EFZ,103,1,102,56,1,55,47,0,47
Gastgewerbe und Catering,VS,EBA,18,0,18,9,0,9,9,0,9
Gastgewerbe und Catering,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,NE,abt-total,88,0,88,56,0,56,32,0,32
Gastgewerbe und Catering,NE,EFZ,82,0,82,53,0,53,29,0,29
Gastgewerbe und Catering,NE,EBA,6,0,6,3,0,3,3,0,3
Gastgewerbe und Catering,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,GE,abt-total,98,0,98,66,0,66,32,0,32
Gastgewerbe und Catering,GE,EFZ,65,0,65,44,0,44,21,0,21
Gastgewerbe und Catering,GE,EBA,33,0,33,22,0,22,11,0,11
Gastgewerbe und Catering,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Gastgewerbe und Catering,JU,abt-total,20,0,20,13,0,13,7,0,7
Gastgewerbe und Catering,JU,EFZ,19,0,19,12,0,12,7,0,7
Gastgewerbe und Catering,JU,EBA,1,0,1,1,0,1,0,0,0
Gastgewerbe und Catering,JU,nReglementiert,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",,abt-total,40,39,1,7,6,1,33,33,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",,EFZ,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",,EBA,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",,nReglementiert,40,39,1,7,6,1,33,33,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",ZH,abt-total,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",ZH,EFZ,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",ZH,EBA,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",ZH,nReglementiert,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",BE,abt-total,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",BE,EFZ,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",BE,EBA,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",BE,nReglementiert,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",LU,abt-total,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",LU,EFZ,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",LU,EBA,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",LU,nReglementiert,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",UR,abt-total,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",UR,EFZ,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",UR,EBA,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",UR,nReglementiert,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",SZ,abt-total,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",SZ,EFZ,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",SZ,EBA,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",SZ,nReglementiert,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",OW,abt-total,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",OW,EFZ,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",OW,EBA,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",OW,nReglementiert,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",NW,abt-total,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",NW,EFZ,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",NW,EBA,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",NW,nReglementiert,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",GL,abt-total,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",GL,EFZ,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",GL,EBA,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",GL,nReglementiert,0,0,0,0,0,0,0,0,0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie",ZG,abt-total,0,0,0,0,0,0,0,0,0
